,origin_station_name,destination_station_name,origin_date,hour_,transfer_time1,avg_time1,full_price1,via_stations1,hourly_cnt1,od_ratio1,transfer_time2,avg_time2,full_price2,via_stations2,hourly_cnt2,od_ratio2,transfer_time3,avg_time3,full_price3,via_stations3,hourly_cnt3,od_ratio3,transfer_time4,avg_time4,full_price4,via_stations4,hourly_cnt4,od_ratio4,transfer_time5,avg_time5,full_price5,via_stations5,hourly_cnt5,od_ratio5
0,彩虹桥站,桥中站,2022-03-07,17,0,20.433375,2.0,3.0,5,0.5714285714285714,0,19.6305,2.0,5.0,5,0.4285714285714285,,,,,,,,,,,,,,,,,,
0,汇景北路总站,华农大正门站,2022-03-07,15,0,8.32162962962963,2.0,3.0,1,0.8181818181818182,0,10.63333333333333,1.0,3.0,3,0.1818181818181818,,,,,,,,,,,,,,,,,,
0,华贵路口站,荔湾路站,2022-03-07,12,0,3.2289999999999996,0.0,1.0,4,0.6666666666666666,0,3.6223333333333327,0.0,1.0,4,0.25,0.0,4.05,1.0,1.0,4.0,0.08333333333333333,,,,,,,,,,,,
0,赤岗（江海大道）站,龙潭村站,2022-03-07,16,0,5.542000000000001,2.0,3.0,7,0.1666666666666667,0,4.6502,2.0,3.0,3,0.4166666666666667,0.0,5.044666666666667,2.0,3.0,8.0,0.25,0.0,4.2669999999999995,2.0,3.0,4.0,0.08333333333333333,0.0,5.617000000000001,2.0,3.0,9.0,0.08333333333333333
0,园艺场站,珠影（地铁客村站）站,2022-03-07,16,0,15.767000000000001,0.6,4.0,3,0.09090909090909093,0,4.016666666666667,2.0,2.0,4,0.2727272727272727,0.0,5.4833333333333325,2.0,2.0,5.0,0.2727272727272727,0.0,4.97925,2.0,2.0,7.0,0.3636363636363636,,,,,,
0,彩虹桥站,荔湾路站,2022-03-07,10,0,2.076285714285714,1.2,1.0,4,0.2692307692307692,0,2.788142857142857,0.0,1.0,6,0.2692307692307692,0.0,2.31675,2.0,1.0,6.0,0.1538461538461539,0.0,2.4835,0.5,1.0,4.0,0.1538461538461539,0.0,2.867,0.0,1.0,5.0,0.1538461538461539
0,西门口（中山六路）站,中山五路站,2022-03-07,7,0,6.6585,0.0,2.0,9,0.125,0,8.129125,1.0,2.0,12,0.5,0.0,7.924833333333335,2.0,2.0,13.0,0.375,,,,,,,,,,,,
0,同德乡（地铁同德）站,上步村（地铁上步）站,2022-03-07,13,0,2.35,1.2,1.0,3,0.1818181818181818,0,1.6585,2.0,1.0,4,0.1818181818181818,0.0,2.55,0.0,1.0,5.0,0.09090909090909093,0.0,2.075,0.0,1.0,5.0,0.1818181818181818,0.0,2.45,1.2,1.0,9.0,0.3636363636363636
0,程界村站,员村（美林花园）总站,2022-03-07,16,0,4.53875,2.0,3.0,5,0.4615384615384616,0,4.851214285714286,2.0,3.0,4,0.5384615384615384,,,,,,,,,,,,,,,,,,
0,三元里大道中站,迎宾馆站,2022-03-07,10,0,23.0165,1.0,7.0,12,0.3076923076923077,0,25.02966666666667,2.0,7.0,9,0.6923076923076923,,,,,,,,,,,,,,,,,,
