,hour_,normal_ratio,eld_ratio,transfer_time1,avg_time1,full_price1,via_stations1,hourly_cnt1,transfer_time2,avg_time2,full_price2,via_stations2,hourly_cnt2,transfer_time3,avg_time3,full_price3,via_stations3,hourly_cnt3,transfer_time4,avg_time4,full_price4,via_stations4,hourly_cnt4,transfer_time5,avg_time5,full_price5,via_stations5,hourly_cnt5
0,8,0.8529411764705882,0.1470588235294118,0,10.9395,1.0,4.0,10,0,12.946,2.0,4.0,7,0.0,11.13325,2.0,4.0,8.0,0.0,13.61133333333333,2.0,4.0,7.0,0.0,9.967,2.0,4.0,6.0
0,18,0.9333333333333332,0.06666666666666668,0,9.316666666666666,2.0,1.0,8,0,10.20566666666667,2.0,-1.0,4,0.0,11.2275,2.0,1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.3043478260869565,0.6956521739130435,0,7.191076923076923,2.0,3.0,12,0,5.822333333333333,2.0,2.0,6,0.0,5.817,0.0,3.0,4.0,0.0,6.267,0.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,10,0.95,0.05,0,8.422333333333333,2.0,3.0,7,0,6.650200000000001,2.0,3.0,5,0.0,6.7085,2.0,3.0,5.0,0.0,7.153200000000001,2.0,3.0,9.0,0.0,6.3,2.0,3.0,6.0
0,19,0.8571428571428571,0.1428571428571428,0,5.0165000000000015,1.0,2.0,7,0,4.966749999999998,2.0,2.0,15,0.0,4.9834999999999985,2.0,2.0,10.0,0.0,5.05,1.2,2.0,4.0,0.0,4.0,0.6,2.0,6.0
0,7,0.5263157894736842,0.4736842105263158,0,4.183,0.0,1.0,13,0,2.839,0.5,1.0,12,0.0,2.7056666666666667,2.0,1.0,9.0,0.0,4.1946666666666665,2.0,1.0,8.0,0.0,1.9669999999999999,2.0,1.0,5.0
0,10,0.06896551724137931,0.9310344827586208,0,1.9835,1.0,1.0,3,0,1.761,0.0,1.0,6,0.0,1.05,0.0,1.0,3.0,0.0,1.339,0.0,1.0,6.0,0.0,1.9,2.0,1.0,4.0
0,18,0.5333333333333333,0.4666666666666667,0,3.94575,3.0,1.0,4,0,2.94175,2.0,1.0,6,0.0,2.5335,2.0,1.0,4.0,0.0,2.517,2.0,1.0,4.0,0.0,64.525,1.0,24.0,4.0
0,10,0.3,0.7,0,13.335999999999999,2.0,3.0,10,0,11.0,1.0,3.0,11,0.0,11.38325,2.0,3.0,12.0,0.0,11.9335,0.0,3.0,12.0,0.0,12.2585,2.0,3.0,4.0
0,17,0.8095238095238095,0.1904761904761905,0,2.1805,2.0,1.0,6,0,1.883,2.0,1.0,4,0.0,1.5830000000000002,0.0,1.0,3.0,0.0,1.785857142857143,2.0,1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.8985507246376812,0.1014492753623188,0,7.962499999999999,2.0,1.0,4,0,9.8,2.0,1.0,3,0.0,9.843000000000002,2.0,1.0,6.0,0.0,8.3165,1.2,1.0,5.0,0.0,10.47075,2.0,1.0,6.0
0,7,0.875,0.125,0,24.139692307692307,2.0,6.0,6,0,24.70366666666666,2.0,8.0,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.2941176470588235,0.7058823529411765,0,23.3,0.0,7.0,5,0,4.502428571428571,2.0,2.0,11,0.0,3.6919999999999997,0.0,2.0,5.0,0.0,4.0085,2.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.9705882352941176,0.02941176470588235,0,21.583000000000002,2.0,6.0,15,0,32.0085,2.0,6.0,4,0.0,15.157953846153841,2.0,6.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,18,0.9285714285714286,0.07142857142857142,0,5.657636363636364,1.0,1.0,4,0,4.6,2.0,2.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.9642857142857144,0.03571428571428571,0,6.6115999999999975,1.0,3.0,6,0,5.3584999999999985,3.0,3.0,5,0.0,6.2165,2.0,3.0,6.0,0.0,4.35,3.0,3.0,6.0,0.0,5.9670000000000005,1.2,3.0,4.0
0,8,0.288135593220339,0.7118644067796609,0,3.1085,2.0,1.0,9,0,2.6919999999999997,2.0,1.0,5,0.0,2.142,2.0,1.0,3.0,0.0,26.3335,0.0,11.0,5.0,0.0,2.133,2.0,1.0,5.0
0,14,0.5714285714285714,0.4285714285714285,0,2.525,2.0,1.0,9,0,2.8666666666666667,2.0,1.0,6,0.0,2.642,2.0,1.0,6.0,0.0,2.85,2.0,1.0,4.0,0.0,2.5,2.0,1.0,4.0
0,13,0.627906976744186,0.3720930232558139,0,4.1634,2.0,2.0,7,0,5.938666666666667,2.0,2.0,4,0.0,4.73,2.0,2.0,6.0,0.0,4.917,2.0,2.0,5.0,0.0,4.7669999999999995,2.0,2.0,5.0
0,18,0.9166666666666666,0.08333333333333333,0,20.2625,2.0,7.0,4,0,22.00825,2.0,7.0,6,0.0,21.0102,2.0,7.0,4.0,0.0,22.816999999999997,2.0,7.0,7.0,0.0,22.8,1.2,7.0,3.0
0,7,0.7058823529411765,0.2941176470588235,0,8.8915,2.0,5.0,3,0,8.672333333333333,2.0,4.0,6,0.0,8.92075,2.0,5.0,7.0,0.0,15.067,2.0,5.0,3.0,0.0,7.416666666666668,0.0,10.0,5.0
0,16,0.625,0.375,0,25.400142857142857,2.0,6.0,7,0,22.65425,2.0,5.0,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.9285714285714286,0.07142857142857142,0,20.516666666666673,2.0,6.0,4,0,22.9916,2.0,6.0,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.75,0.25,0,9.11,2.0,2.0,9,0,7.179125,2.0,2.0,11,0.0,8.450000000000003,2.0,2.0,5.0,0.0,6.879083333333334,2.0,2.0,11.0,0.0,8.374181818181818,2.0,2.0,9.0
0,18,0.9444444444444444,0.05555555555555555,0,15.119000000000002,2.0,5.0,6,0,16.7884,2.0,5.0,6,0.0,15.0866,2.0,5.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,10,0.3333333333333333,0.6666666666666666,0,2.64175,2.0,1.0,7,0,1.59175,0.0,1.0,11,0.0,1.8166666666666669,0.0,1.0,13.0,0.0,2.108,2.0,1.0,8.0,0.0,1.775,0.0,1.0,5.0
0,21,0.9142857142857144,0.08571428571428573,0,7.0,1.2,5.0,4,0,7.3,2.0,5.0,4,0.0,6.355666666666667,2.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,11,0.2857142857142857,0.7142857142857143,0,13.5375,1.2,5.0,7,0,12.389000000000001,2.0,5.0,10,0.0,13.825,1.0,4.0,5.0,0.0,13.6665,1.0,4.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,16,0.4736842105263158,0.5263157894736842,0,26.733,0.0,6.0,6,0,20.21372727272727,2.0,4.0,14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,20,0.9387755102040816,0.06122448979591837,0,24.861,1.0,6.0,5,0,12.02813793103448,1.0,3.0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,10,0.6666666666666666,0.3333333333333333,0,10.617,2.0,4.0,5,0,10.125,2.0,4.0,6,0.0,11.1,2.0,4.0,7.0,0.0,8.961333333333334,2.0,4.0,4.0,0.0,12.433,2.0,4.0,4.0
0,11,0.6153846153846154,0.3846153846153846,0,11.517000000000001,0.0,3.0,12,0,9.305000000000003,2.0,3.0,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.625,0.375,0,6.9415,0.0,3.0,21,0,11.817,0.0,3.0,14,0.0,9.489857142857145,2.0,3.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,19,0.9722222222222222,0.02777777777777778,0,11.32075,0.6,3.0,2,0,3.376142857142857,2.0,1.0,4,0.0,2.85,2.0,1.0,5.0,0.0,2.6,2.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.8571428571428571,0.1428571428571428,0,11.73325,2.0,4.0,7,0,10.7655,2.0,4.0,11,0.0,11.4583,2.0,4.0,7.0,0.0,11.44716666666667,2.0,4.0,7.0,0.0,11.3875,2.0,4.0,10.0
0,17,0.8333333333333334,0.1666666666666667,0,9.238666666666667,2.0,4.0,7,0,12.08208333333334,2.0,4.0,9,0.0,11.889000000000001,2.0,4.0,5.0,0.0,9.472333333333333,2.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.9672131147540984,0.032786885245901634,0,5.2665000000000015,2.0,2.0,6,0,5.5,1.2,2.0,3,0.0,4.35,2.0,2.0,4.0,0.0,5.4670000000000005,1.2,2.0,4.0,0.0,5.034636363636364,2.0,2.0,8.0
0,19,0.9861111111111112,0.01388888888888889,0,13.77233333333333,2.0,5.0,16,0,41.57637500000001,2.0,17.0,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,16,0.4285714285714285,0.5714285714285714,0,2.6830000000000003,1.2,1.0,9,0,2.6085000000000003,0.0,1.0,7,0.0,3.6335,2.0,1.0,5.0,0.0,1.0915,2.0,1.0,11.0,0.0,1.75,1.0,1.0,6.0
0,10,0.2916666666666667,0.7083333333333334,0,14.9634,2.0,4.0,7,0,16.4266,1.0,4.0,10,0.0,15.485999999999999,2.0,4.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.3125,0.6875,0,14.76666666666667,2.0,3.0,3,0,13.2034,1.2,2.0,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.4285714285714285,0.5714285714285714,0,3.05,0.0,2.0,7,0,4.133,2.0,2.0,6,0.0,3.972,2.0,2.0,6.0,0.0,2.8,2.0,2.0,4.0,0.0,4.3835,2.0,2.0,6.0
0,19,0.8888888888888888,0.1111111111111111,0,6.622333333333334,2.0,3.0,7,0,7.8922727272727276,1.0,4.0,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,18,0.9761904761904762,0.023809523809523808,0,23.533,2.0,8.0,10,0,18.10073684210527,2.0,8.0,8,0.0,26.383000000000003,1.0,-1.0,4.0,0.0,25.283,0.5,8.0,2.0,0.0,22.311999999999998,2.0,8.0,7.0
0,7,0.8142857142857143,0.1857142857142857,0,44.52050000000001,2.0,14.0,6,0,6.12,2.0,2.0,6,0.0,6.226599999999999,2.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,13,0.9444444444444444,0.05555555555555555,0,4.412500000000001,2.0,3.0,6,0,5.5600000000000005,2.0,3.0,4,0.0,4.566666666666666,2.0,3.0,4.0,0.0,4.317,1.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.9166666666666666,0.08333333333333333,0,10.05457142857143,2.0,4.0,5,0,12.52,2.0,4.0,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.9772727272727272,0.02272727272727273,0,8.6634,2.0,5.0,2,0,7.9383000000000035,2.0,5.0,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.5,0.5,0,10.44545454545455,2.0,4.0,11,0,10.85,2.0,4.0,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,18,0.9565217391304348,0.043478260869565216,0,22.80833333333333,2.0,5.0,6,0,18.20188888888889,2.0,3.0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,10,0.5151515151515151,0.4848484848484849,0,6.55425,0.5,4.0,10,0,6.855333333333334,2.0,4.0,5,0.0,8.433666666666666,2.0,4.0,8.0,0.0,7.622333333333333,1.0,4.0,5.0,0.0,9.667000000000002,2.0,4.0,8.0
0,7,0.9069767441860463,0.09302325581395347,0,11.625,2.0,3.0,6,0,10.622,2.0,3.0,11,0.0,12.00425,2.0,3.0,7.0,0.0,12.957142857142859,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,15,0.4117647058823529,0.5882352941176471,0,3.427888888888889,2.0,2.0,7,0,3.7665,2.0,2.0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,13,0.45,0.55,0,14.0085,2.0,5.0,4,0,12.19528571428571,2.0,5.0,9,0.0,13.833,1.2,5.0,7.0,0.0,14.27075,2.0,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.9411764705882352,0.05882352941176471,0,4.183,1.0,2.0,9,0,3.7723333333333335,2.0,1.0,5,0.0,5.980199999999999,1.2,2.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,16,0.8,0.2,0,10.333285714285712,2.0,4.0,14,0,10.55,1.0,4.0,8,0.0,8.827666666666667,2.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.6666666666666666,0.3333333333333333,0,10.28325,2.0,4.0,5,0,13.020999999999999,3.0,4.0,8,0.0,12.272,2.0,4.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.6428571428571429,0.3571428571428572,0,11.775,2.0,3.0,8,0,11.3768,1.0,3.0,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.8846153846153846,0.1153846153846154,0,6.666666666666668,2.0,2.0,7,0,9.2915,1.2,3.0,4,0.0,8.6902,2.0,3.0,8.0,0.0,6.8,2.0,3.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.92,0.08,0,22.74028571428571,2.0,6.0,6,0,25.6835,2.0,6.0,3,0.0,25.44542857142857,2.0,6.0,5.0,0.0,28.940523809523807,2.0,6.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,20,0.7777777777777778,0.2222222222222222,0,7.925,2.0,3.0,5,0,10.79866666666667,2.0,3.0,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.7317073170731707,0.2682926829268293,0,10.383,0.0,4.0,4,0,10.748714285714291,2.0,4.0,11,0.0,9.993142857142855,2.0,4.0,10.0,0.0,10.8585,1.0,4.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.9230769230769232,0.07692307692307693,0,36.65942857142857,2.0,10.0,8,0,37.40566666666667,2.0,10.0,24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,16,0.9333333333333332,0.06666666666666668,0,5.1616,2.0,1.0,16,0,3.892,2.0,1.0,5,0.0,6.483,2.0,1.0,5.0,0.0,4.317,2.0,1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.9583333333333334,0.041666666666666664,0,9.50009090909091,3.0,2.0,5,0,11.40283333333333,3.0,2.0,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,19,0.9714285714285714,0.028571428571428567,0,15.55,1.2,7.0,4,0,16.79353846153846,2.0,7.0,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,11,0.4375,0.5625,0,10.13333333333333,2.0,3.0,5,0,8.277125,2.0,3.0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,6,0.9285714285714286,0.07142857142857142,0,4.899999999999999,2.0,2.0,5,0,5.425,2.0,2.0,3,0.0,4.6098,1.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,10,0.3333333333333333,0.6666666666666666,0,11.95,1.2,2.0,7,0,6.8965999999999985,2.0,2.0,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.05263157894736842,0.9473684210526316,0,8.0351,3.0,1.0,2,0,8.783199999999999,0.0,1.0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,16,0.5833333333333334,0.4166666666666667,0,12.019142857142858,2.0,5.0,13,0,15.10425,2.0,5.0,13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,19,0.9366197183098592,0.06338028169014084,0,9.1156875,2.0,2.0,18,0,42.54207500000001,2.0,16.0,18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.9166666666666666,0.08333333333333333,0,38.672166666666655,2.0,8.0,20,0,37.13333333333333,2.0,8.0,17,0.0,37.759333333333345,2.0,8.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.2916666666666667,0.7083333333333334,0,18.1434,2.0,3.0,4,0,21.037625,2.0,5.0,7,0.0,21.0,2.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.1428571428571428,0.8571428571428571,0,4.057142857142857,2.0,3.0,3,0,4.7330000000000005,0.0,3.0,6,0.0,4.112500000000002,2.0,3.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.8,0.2,0,4.939,1.0,2.0,9,0,4.7915,2.0,2.0,8,0.0,4.1732,2.0,2.0,12.0,0.0,5.1298571428571424,1.0,2.0,22.0,0.0,5.2835,2.0,2.0,7.0
0,10,0.5526315789473685,0.4473684210526316,0,52.861714285714285,2.0,19.0,11,0,12.42233333333333,2.0,7.0,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.8235294117647058,0.1764705882352941,0,3.5669999999999997,2.0,3.0,7,0,4.066454545454545,2.0,3.0,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,19,0.6666666666666666,0.3333333333333333,0,3.989,1.2,2.0,6,0,6.2473846153846155,2.0,3.0,16,0.0,6.3415,0.5,3.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,15,0.8125,0.1875,0,8.230857142857143,2.0,3.0,3,0,9.919315789473684,1.0,3.0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,13,0.7692307692307693,0.2307692307692308,0,6.917000000000001,2.0,3.0,3,0,8.175,2.0,3.0,11,0.0,7.928,2.0,3.0,12.0,0.0,10.44975,1.0,3.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,18,0.9117647058823528,0.08823529411764706,0,4.812625,2.0,2.0,5,0,4.646222222222222,2.0,2.0,7,0.0,6.067,0.0,2.0,4.0,0.0,5.0,2.0,2.0,3.0,0.0,4.649999999999999,2.0,2.0,4.0
0,8,0.7647058823529411,0.2352941176470588,0,37.367,2.0,11.0,7,0,36.302333333333344,2.0,12.0,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.9411764705882352,0.05882352941176471,0,25.43775,2.0,6.0,8,0,24.9866,2.0,6.0,3,0.0,25.427357142857147,2.0,6.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,17,0.8260869565217391,0.1739130434782609,0,22.479,2.0,3.0,6,0,15.4,2.0,4.0,7,0.0,18.36185714285714,2.0,3.0,10.0,0.0,13.22766666666667,2.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.6111111111111112,0.3888888888888889,0,3.600333333333333,2.0,1.0,7,0,3.7415,2.0,1.0,11,0.0,2.8,2.0,1.0,4.0,0.0,4.5627499999999985,2.0,1.0,6.0,0.0,3.75,2.0,1.0,7.0
0,18,0.9333333333333332,0.06666666666666668,0,9.255666666666668,2.0,2.0,4,0,9.292,3.0,2.0,3,0.0,9.289,2.0,2.0,4.0,0.0,10.111,3.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.8148148148148148,0.1851851851851851,0,5.0805,2.0,1.0,11,0,5.09575,2.0,1.0,5,0.0,6.5729999999999995,2.0,1.0,12.0,0.0,7.877666666666666,2.0,1.0,8.0,0.0,5.0915,2.0,1.0,8.0
0,17,0.972972972972973,0.027027027027027032,0,4.65625,2.0,2.0,17,0,3.450166666666667,2.0,2.0,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.4431818181818182,0.5568181818181818,0,7.6332,2.0,3.0,4,0,7.841666666666666,2.0,1.0,3,0.0,8.42,2.0,3.0,4.0,0.0,26.3866,2.0,10.0,5.0,0.0,7.752833333333334,2.0,3.0,8.0
0,7,0.8636363636363636,0.1363636363636364,0,5.972,1.0,3.0,3,0,6.55,0.0,3.0,1,0.0,5.133333333333334,2.0,3.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.6226415094339622,0.3773584905660378,0,2.95425,2.0,1.0,7,0,4.2134,2.0,1.0,4,0.0,3.1335,2.0,1.0,8.0,0.0,3.9445,2.0,1.0,6.0,0.0,3.1468,2.0,1.0,4.0
0,18,0.75,0.25,0,21.2144,2.0,3.0,9,0,20.075,2.0,3.0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,10,0.9090909090909092,0.09090909090909093,0,17.05,2.0,8.0,6,0,15.75825,2.0,8.0,7,0.0,18.175,2.0,8.0,6.0,0.0,16.9165,2.0,8.0,8.0,0.0,16.1,2.0,8.0,8.0
0,9,0.9166666666666666,0.08333333333333333,0,11.96666666666667,2.0,3.0,6,0,10.475,2.0,3.0,10,0.0,9.992,2.0,3.0,5.0,0.0,9.127666666666668,2.0,3.0,7.0,0.0,10.517000000000001,2.0,3.0,6.0
0,8,0.9705882352941176,0.02941176470588235,0,7.435333333333332,2.0,6.0,7,0,8.333,1.2,4.0,9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,18,0.95,0.05,0,10.167,2.0,3.0,10,0,9.089,2.0,2.0,4,0.0,8.883,2.0,5.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.6420664206642066,0.3542435424354243,0,3.2468,2.0,1.0,5,0,4.703199999999999,2.0,1.0,8,0.0,4.378571428571428,2.0,1.0,4.0,0.0,6.273454545454545,2.0,1.0,8.0,0.0,4.605541666666666,2.0,1.0,14.0
0,8,0.8333333333333334,0.1458333333333333,0,6.697166666666668,2.0,1.0,6,0,5.183249999999999,2.0,1.0,8,0.0,5.0390000000000015,2.0,1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,8,0.3571428571428572,0.6428571428571429,0,12.0055,2.0,8.0,7,0,15.0,0.0,8.0,4,0.0,13.239,2.0,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.4347826086956522,0.5652173913043478,0,15.68333333333333,0.0,4.0,6,0,15.7585,0.0,4.0,6,0.0,27.12385714285714,2.0,4.0,6.0,0.0,29.37,2.0,4.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,9,0.967741935483871,0.03225806451612903,0,14.14466666666667,2.0,4.0,7,0,15.92766666666667,2.0,4.0,6,0.0,11.9665,2.0,4.0,9.0,0.0,13.26875,2.0,4.0,14.0,0.0,15.296,2.0,4.0,7.0
0,10,0.3333333333333333,0.6666666666666666,0,4.666666666666667,2.0,3.0,7,0,4.8585,2.0,2.0,4,0.0,4.367,0.0,3.0,4.0,0.0,3.4134,1.0,2.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,7,0.9738372093023256,0.02616279069767442,0,38.3699,2.0,10.0,4,0,10.73331578947368,2.0,2.0,19,0.0,11.5928,2.0,2.0,6.0,0.0,9.047333333333334,2.0,2.0,5.0,0.0,11.31527777777778,2.0,2.0,17.0
0,19,0.9942196531791908,0.005780346820809247,0,23.9530625,2.0,10.0,7,0,24.39623076923078,2.0,10.0,21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,16,0.8292682926829268,0.1707317073170732,0,3.5805,2.0,2.0,9,0,2.6460000000000004,2.0,2.0,9,0.0,2.95,2.0,2.0,5.0,0.0,4.011333333333333,2.0,2.0,4.0,0.0,3.1632,2.0,2.0,5.0
0,7,0.4285714285714285,0.5714285714285714,0,2.8776666666666677,1.0,1.0,4,0,3.179125,2.0,1.0,5,0.0,3.3169999999999997,2.0,1.0,5.0,0.0,3.5266,1.0,1.0,4.0,0.0,3.578727272727273,2.0,1.0,6.0
0,17,0.5714285714285714,0.4285714285714285,0,19.725,2.0,3.0,13,0,18.28814285714286,2.0,3.0,9,0.0,19.819230769230767,1.0,4.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
